Name,Latitude,Longitude
"Ashby, Middlesex County, Massachusetts",0.0,0.0
"Ashfield, Worcestershire, England",0.0,0.0
"Ashland, Jackson County, Oregon",0.0,0.0
"Ashley Creek, Utah Territory",0.0,0.0
"Ashley, Uintah County, Utah Territory",0.0,0.0
"Ashtabula, Ashtabula County, Ohio",0.0,0.0
"Ashton-under-Lyne, Lancashire, England",0.0,0.0
Asia,0.0,0.0
Asia Minor,0.0,0.0
"Aspen, Pitkin County, Colorado",0.0,0.0
"Assembly Hall, Manti, Sanpete County, Utah Territory",0.0,0.0
"Assembly Hall, Ogden, Weber County, Utah Territory",0.0,0.0
"Assembly Hall, Salt Lake City, Salt Lake County, Utah",0.0,0.0
"Assembly Hall, Salt Lake City, Salt Lake County, Utah Territory",0.0,0.0
Assyria,0.0,0.0
"Astoria, Clatsop County, Oregon",0.0,0.0
"Atchison, Atchison County, Kansas Territory",0.0,0.0
"Athens, Windham County, Vermont",0.0,0.0
"Atkinville Pond, Atkinville, Washington County, Utah Territory",0.0,0.0
"Atkinville, Washington County, Utah Territory",0.0,0.0
Atlantic Ocean,0.0,0.0
"Atlas, Pike County, Illinois",0.0,0.0
"Atrisco, Bernalillo County, New Mexico Territory",0.0,0.0
"Auburn Hills, Oakland County, Michigan",0.0,0.0
"Auburn, Cumberland County, Maine",0.0,0.0
"Auburn, Uinta County, Wyoming",0.0,0.0
"Auckland, New Zealand",0.0,0.0
"Audley, Staffordshire, England",0.0,0.0
"Augusta, Des Moines County, Iowa Territory",0.0,0.0
"Augusta, Hancock County, Illinois",0.0,0.0
"Augusta, Richmond County, Georgia",0.0,0.0
"Aurora, Kendall County, Illinois",0.0,0.0
"Aurora, Sevier County, Utah",0.0,0.0
"Austin, Mower County Minnesota",0.0,0.0
"Austin, Travis County, Texas",0.0,0.0
Australasia,0.0,0.0
Australia,0.0,0.0
Austria,0.0,0.0
"Avalon, Los Angeles County, California",0.0,0.0
"Avon, Cache County, Utah",0.0,0.0
"Avon, Cache County, Utah Territory",0.0,0.0
"Avon, Hartford County, Connecticut",0.0,0.0
"Avon, Livingston County, New York",0.0,0.0
Babylon,0.0,0.0
"Baddeley Edge, Staffordshire, England",0.0,0.0
"Badger Creek, Yavapai County, Arizona Territory",0.0,0.0
"Baker City, Baker County, Oregon",0.0,0.0
"Baldwin City, Douglas County, Kansas",0.0,0.0
"Ballsgate Common, Herefordshire, England",0.0,0.0
Baltic Sea,0.0,0.0
"Baltimore, Baltimore County, Maryland",0.0,0.0
"Bancroft, Bannock County, Idaho",0.0,0.0
"Banff, Northwest Territories, Canada",0.0,0.0
"Bangor, Penobscot County, Maine",0.0,0.0
"Bannock County, Idaho",0.0,0.0
"Bannock, Boise County, Idaho Territory",0.0,0.0
"Barkhamsted, Litchfield County, Connecticut",0.0,0.0
"Barnstable County, Massachusetts",0.0,0.0
"Barry County, Missouri",0.0,0.0
"Basalt, Bingham County, Idaho",0.0,0.0
"Basin, Cassia County, Idaho",0.0,0.0
"Basin, Cassia County, Idaho Territory",0.0,0.0
"Bastard, Leeds County, Canada West, British North America",0.0,0.0
"Batavia, Genesee County, New York",0.0,0.0
"Bath, Medina County, Ohio",0.0,0.0
"Bath, Sagadahoc County, Maine",0.0,0.0
"Bath, Somerset, England",0.0,0.0
"Battle Creek, Calhoun County, Michigan",0.0,0.0
"Battle Creek, Utah County, Utah Territory",0.0,0.0
"Bavaria, Germany",0.0,0.0
"Bay of Islands, New Zealand",0.0,0.0
"Bay of San Francisco, Mexican Cession Territory",0.0,0.0
"Bear Lake County, Idaho Territory",0.0,0.0
"Bear Lake Valley, Idaho and Utah",0.0,0.0
"Bear Lake Valley, Idaho and Utah Territories",0.0,0.0
"Bear Lake, Idaho and Utah Territories",0.0,0.0
"Bear River City, Box Elder County, Utah",0.0,0.0
"Bear River City, Box Elder County, Utah Territory",0.0,0.0
"Bear River Valley, United States",0.0,0.0
"Bear River Valley, unorganized U.S. Territory",0.0,0.0
"Bear River, Cache County, Utah Territory",0.0,0.0
"Bear River, United States",0.0,0.0
"Bear River, unorganized U.S. Territory",0.0,0.0
"Beardstown, Cass County, Illinois",0.0,0.0
"Beaubears Island, Northumberland County, New Brunswick, British North America",0.0,0.0
"Beaver County, Utah Territory",0.0,0.0
"Beaver Creek, unorganized U.S. Territory",0.0,0.0
"Beaver Dam, Mohave County, Arizona Territory",0.0,0.0
"Beaver Harbour, Charlotte County, New Brunswick, British North America",0.0,0.0
"Beaver Island, Manitou County, Michigan",0.0,0.0
"Beaver River, Pennsylvania",0.0,0.0
"Beaver River, Utah Territory",0.0,0.0
"Beaver Valley, Iron County, Utah Territory",0.0,0.0
"Beaver, Beaver County, Pennsylvania",0.0,0.0
"Beaver, Beaver County, Utah",0.0,0.0
"Beaver, Beaver County, Utah Territory",0.0,0.0
"Bedeque, Prince County, Prince Edward Island, British North America",0.0,0.0
"Bedford, Bedfordshire, England",0.0,0.0
"Bedford, Middlesex County, Massachusetts",0.0,0.0
"Bedford, Uinta County, Wyoming",0.0,0.0
"Bee, Seward County, Nebraska",0.0,0.0
"Beech Hill, Colebrook, Litchfield County, Connecticut",0.0,0.0
"Beehive House, Great Salt Lake City, Great Salt Lake County, Utah Territory",0.0,0.0
"Beehive House, Salt Lake City, Salt Lake County, Utah",0.0,0.0
"Beehive House, Salt Lake City, Salt Lake County, Utah Territory",0.0,0.0
"Belfast, Antrim County, Ireland",0.0,0.0
"Belfast, Waldo County, Maine",0.0,0.0
Belgium,0.0,0.0
"Bellefontaine, Logan County, Ohio",0.0,0.0
"Belleville, Hendricks County, Indiana",0.0,0.0
"Bellevue, Kane County, Utah Territory",0.0,0.0
"Bellevue, Washington County, Utah Territory",0.0,0.0
"Belly River, Northwest Territories, Canada",0.0,0.0
"Beloit, Mitchell County, Kansas",0.0,0.0
"Benicia, Solano County, California",0.0,0.0
"Benjamin, Utah County, Utah",0.0,0.0
"Benjamin, Utah County, Utah Territory",0.0,0.0
"Bennington, Bear Lake County, Idaho",0.0,0.0
"Bennington, Bear Lake County, Idaho Territory",0.0,0.0
"Bennington, Bennington County, Vermont",0.0,0.0
"Bennington, Oneida County, Idaho Territory",0.0,0.0
"Bennington, Washington County, Utah Territory",0.0,0.0
"Benson Grist Mill, Tooele County, Utah Territory",0.0,0.0
"Benson, Cache County, Utah",0.0,0.0
"Benson, Cache County, Utah Territory",0.0,0.0
"Benton County, Tennessee",0.0,0.0
"Bergenfield, Bergen County, New Jersey",0.0,0.0
"Berlin, Brandenburg, Germany",0.0,0.0
"Berlin, Hartford County, Connecticut",0.0,0.0
"Bern, Bear Lake County, Idaho",0.0,0.0
"Bern, Bear Lake County, Idaho Territory",0.0,0.0
"Bern, Switzerland",0.0,0.0
"Berrien County, Michigan",0.0,0.0
"Berryville, Clarke County, Virginia",0.0,0.0
"Bertrand Township, Berrien County, Michigan",0.0,0.0
Bethany,0.0,0.0
"Bethany, Brooke County, West Virginia",0.0,0.0
"Bethany, Harrison County, Missouri",0.0,0.0
"Bethlehem, Unorganized County, Iowa",0.0,0.0
"Beverly, Burlington County, New Jersey",0.0,0.0
"Beverly, Essex County, Massachusetts",0.0,0.0
"Big Bone Lick, Boone County, Kentucky",0.0,0.0
"Big Brush Creek Cave, Utah Territory",0.0,0.0
"Big Brush Creek, Utah Territory",0.0,0.0
"Big Bureau Creek, Bureau County, Illinois",0.0,0.0
"Big Cottonwood Canal, Great Salt Lake County, Utah Territory",0.0,0.0
"Big Cottonwood Canyon, Great Salt Lake County, Utah Territory",0.0,0.0
"Big Cottonwood Canyon, Salt Lake County, Utah",0.0,0.0
"Big Cottonwood Canyon, Salt Lake County, Utah Territory",0.0,0.0
"Big Cottonwood Creek, Great Salt Lake County, Utah Territory",0.0,0.0
"Big Cottonwood Creek, Salt Lake County, Utah Territory",0.0,0.0
"Big Creek River, Oneida County, Idaho Territory",0.0,0.0
"Big Creek, Rich County, Utah Territory",0.0,0.0
"Big Fishing River, Missouri",0.0,0.0
"Big Pigeon Creek, Pottawattamie County, Iowa",0.0,0.0
"Big Rock Creek, Kendall County, Illinois",0.0,0.0
"Big Sandy River, Henry County, Tennessee",0.0,0.0
"Big Sandy River, unorganized U.S. Territory",0.0,0.0
"Bingen am Rhein, Germany",0.0,0.0
"Bingham Canyon, Great Salt Lake County, Utah Territory",0.0,0.0
"Bingham Canyon, Salt Lake County, Utah Territory",0.0,0.0
"Bingham County, Idaho",0.0,0.0
"Bingham County, Idaho Territory",0.0,0.0
"Bingham, Salt Lake County, Utah Territory",0.0,0.0
"Birchwood, Warrington, England",0.0,0.0
"Birkenshaw, Yorkshire, England",0.0,0.0
"Birmingham, Jefferson County, Alabama",0.0,0.0
"Birmingham, Warwickshire, England",0.0,0.0
"Bishops Frome, Herefordshire, England",0.0,0.0
"Bitter Creek, unorganized U.S. Territory",0.0,0.0
"Bitter Springs, Coconino County, Arizona Territory",0.0,0.0
"Black Butte, Siskiyou County, California",0.0,0.0
"Black Canyon, Montrose County, Colorado",0.0,0.0
"Black Falls, Yavapai County, Arizona Territory",0.0,0.0
"Black Hills, Nebraska Territory",0.0,0.0
"Black River, Wisconsin Territory",0.0,0.0
"Black Rock, Buffalo County, New York",0.0,0.0
"Black Rock, Millard County, Utah Territory",0.0,0.0
"Black Rock, Tooele County, Utah",0.0,0.0
"Black Rock, Tooele County, Utah Territory",0.0,0.0
Black Sea,0.0,0.0
"Blackberry Creek, Illinois",0.0,0.0
"Blackburn, Lancashire, England",0.0,0.0
"Blackfish Lake, St. Francis County, Arkansas Territory",0.0,0.0
"Blackfoot River, Oneida County, Idaho Territory",0.0,0.0
"Blackfoot, Bingham County, Idaho",0.0,0.0
"Blackfoot, Bingham County, Idaho Territory",0.0,0.0
"Blacks Fork, Utah Territory",0.0,0.0
"Blacks Fork, unorganized U.S. Territory",0.0,0.0
"Blendon Township, Franklin County, Ohio",0.0,0.0
"Blinkwater, South Africa",0.0,0.0
"Blood River, Calloway County, Kentucky",0.0,0.0
"Blood River, Henry County, Tennessee",0.0,0.0
"Bloomfield, Davis County, Iowa",0.0,0.0
"Bloomfield, Essex County, New Jersey",0.0,0.0
"Bloomfield, Ontario County, New York",0.0,0.0
"Bloomfield, Stoddard County, Missouri",0.0,0.0
"Bloomington, Bear Lake County, Idaho",0.0,0.0
"Bloomington, Bear Lake County, Idaho Territory",0.0,0.0
"Bloomington, Oneida County, Idaho Territory",0.0,0.0
"Bloomington, Washington County, Utah Territory",0.0,0.0
"Blountsville, Blount County, Alabama",0.0,0.0
"Blue Creek, Box Elder County, Utah",0.0,0.0
"Blue River, Jackson County, Missouri",0.0,0.0
"Blue Valley, Wayne County, Utah Territory",0.0,0.0
"Bluewater, Valencia County, New Mexico Territory",0.0,0.0
"Bluff, San Juan County, Utah Territory",0.0,0.0
"Bluffdale, Salt Lake and Utah Counties, Utah Territory",0.0,0.0
"Boardentown, Burlington County, New Jersey",0.0,0.0
"Bodenham, Herefordshire, England",0.0,0.0
"Bolivar, Hardeman County, Tennessee",0.0,0.0
"Bolton, Lancashire, England",0.0,0.0
"Bombay, British India",0.0,0.0
"Bonanza, Klamath County, Oregon",0.0,0.0
"Bonaparte, Van Buren County, Iowa",0.0,0.0
"Boone County, Missouri",0.0,0.0
"Bordentown, Burlington County, New Jersey",0.0,0.0
"Bornholm, Denmark",0.0,0.0
"Bosley, Cheshire, England",0.0,0.0
"Bosque County, Texas",0.0,0.0
"Boston Common, Boston, Suffolk County, Massachusetts",0.0,0.0
"Boston, Nelson County, Kentucky",0.0,0.0
"Boston, Suffolk County, Massachusetts",0.0,0.0
"Bouctouche, Kent County, New Brunswick, British North America",0.0,0.0
"Boulder, Boulder County, Colorado",0.0,0.0
"Bountiful Meeting House, Bountiful, Davis County, Utah Territory",0.0,0.0
"Bountiful, Davis County, Utah",0.0,0.0
"Bountiful, Davis County, Utah Territory",0.0,0.0
"Bowery, Box Elder County, Utah Territory",0.0,0.0
"Bowery, Great Salt Lake City, Great Salt Lake County, Utah Territory",0.0,0.0
"Bowery, Salt Lake City, Salt Lake County, Utah Territory",0.0,0.0
"Bowling Green Township, Fayette County, Illinois",0.0,0.0
"Box Elder Canyon, Box Elder County, Utah Territory",0.0,0.0
"Box Elder County Courthouse, Brigham City, Box Elder County, Utah Territory",0.0,0.0
"Box Elder County, Utah Territory",0.0,0.0
"Boydsville, Weakley County, Tennessee ",0.0,0.0
"Bradford, Essex County, Massachusetts",0.0,0.0
"Bradford, Penobscot County, Maine",0.0,0.0
"Bradford, Yorkshire, England",0.0,0.0
"Bradley-Green, Staffordshire, England",0.0,0.0
"Bradleysville, Litchfield County, Connecticut",0.0,0.0
"Braintree, Essex, England",0.0,0.0
"Brampton, Cumberland, England",0.0,0.0
"Branch Creek, Davis County, Utah Territory",0.0,0.0
"Brand Lodge, Colwall, Herefordshire, England",0.0,0.0
"Brandon, Manitoba, Canada",0.0,0.0
"Brangreen, Newent, Gloucestershire, England",0.0,0.0
"Brattleboro, Windham County, Vermont",0.0,0.0
"Brazos River, Texas",0.0,0.0
"Bredstrup, Nørre Nærå, Skam, Odense, Denmark",0.0,0.0
"Breightmet, Lancashire, England",0.0,0.0
"Brewers Mills, Pittsburgh Township, Frontenac County, Canada West, British North America",0.0,0.0
"Brewett Lye, Herefordshire, England",0.0,0.0
"Bridge of Weir, Renfrewshire, Scotland",0.0,0.0
"Bridgeport, Fairfield County, Connecticut",0.0,0.0
"Bridgeport, Marion County, Indiana",0.0,0.0
"Bridgewater, Beaver County, Pennsylvania",0.0,0.0
"Bridgewater, Windsor County, Vermont",0.0,0.0
"Brigham City Bowery, Brigham City, Apache County, Arizona Territory",0.0,0.0
"Brigham City Mill, Brigham City, Apache County, Arizona Territory",0.0,0.0
"Brigham City, Apache County, Arizona Territory",0.0,0.0
"Brigham City, Box Elder County, Utah",0.0,0.0
"Brigham City, Box Elder County, Utah Territory",0.0,0.0
"Brigham Young Academy, Provo, Utah County, Utah",0.0,0.0
"Brigham Young Academy, Provo, Utah County, Utah Territory",0.0,0.0
"Brigham Young College, Logan, Cache County, Utah",0.0,0.0
"Brigham Young College, Logan, Cache County, Utah Territory",0.0,0.0
"Brigham Young Family Cemetery, Salt Lake City, Salt Lake County, Utah Territory",0.0,0.0
"Brigham Young Winter Home, St. George, Washington County, Utah Territory",0.0,0.0
"Brighouse, Yorkshire, England",0.0,0.0
"Brighton, Clark County, Ohio",0.0,0.0
"Brighton, Livingston County, Michigan",0.0,0.0
"Brighton, Suffolk County, Massachusetts",0.0,0.0
"Brigsteer, Westmorland, England",0.0,0.0
"Bringsty Common, Herefordshire, England",0.0,0.0
"Brinton, Salt Lake County, Utah",0.0,0.0
"Bristol, Gloucestershire, England",0.0,0.0
"British Columbia, Canada",0.0,0.0
British Isles,0.0,0.0
"British Museum, London, Middlesex, England",0.0,0.0
"Broadbottom, Cheshire, England",0.0,0.0
"Broadheath, Worcestershire, England",0.0,0.0
"Broadway, New York City, New York County, New York",0.0,0.0
"Brockport, Monroe County, New York",0.0,0.0
"Bromyard, Herefordshire, England",0.0,0.0
"Brooklyn, Kings County, New York",0.0,0.0
"Brownstown, Wayne County, Michigan",0.0,0.0
"Brownsville, Fayette County, Pennsylvania",0.0,0.0
"Brownsville, Houston County, Minnesota",0.0,0.0
"Brunswick, Cumberland County, Maine",0.0,0.0
"Brunswick, Medina County, Ohio",0.0,0.0
"Brush Creek, Graves County, Kentucky",0.0,0.0
"Brutus, Cayuga County, New York",0.0,0.0
"Bryce, Graham County, Arizona Territory",0.0,0.0
"Buckhorn Springs, Iron County, Utah Territory",0.0,0.0
"Buckingham Palace, Westminster, Middlesex, England",0.0,0.0
"Buckingham, Buckinghamshire, England",0.0,0.0
"Buckland, Portsmouth, Hampshire, England",0.0,0.0
"Buckskin Mountain, Arizona and Utah Territories",0.0,0.0
"Bucksport, Hancock County, Maine",0.0,0.0
"Bucyrus, Crawford County, Ohio",0.0,0.0
"Buena Vista Ranch, Pima County, Arizona Territory",0.0,0.0
"Buffalo, Dallas County, Missouri",0.0,0.0
"Buffalo, Erie County, New York",0.0,0.0
"Bull Run, Prince William County, Virginia",0.0,0.0
"Bullion-Beck Mine, Juab County, Utah Territory",0.0,0.0
"Bundysburg, Geauga County, Ohio",0.0,0.0
"Bunker Hill Monument, Charlestown, Middlesex County, Massachusetts",0.0,0.0
"Bunkerville, Lincoln County, Nevada",0.0,0.0
"Burbank, Millard County, Utah",0.0,0.0
"Burley, Cassia and Lincoln Counties, Idaho",0.0,0.0
"Burlington, Big Horn County, Wyoming",0.0,0.0
"Burlington, Des Moines County, Iowa",0.0,0.0
"Burlington, Hartford County, Connecticut",0.0,0.0
"Burlington, Kane County, Illinois",0.0,0.0
"Burnley, Lancashire, England",0.0,0.0
"Burrard Inlet, British Columbia, Canada",0.0,0.0
"Burrville, Sevier County, Utah Territory",0.0,0.0
"Burslem, Staffordshire, England",0.0,0.0
"Bury, Lancashire, England",0.0,0.0
"Bush Bank, Herefordshire, England",0.0,0.0
"Bush Valley Fort, Apache County, Arizona Territory",0.0,0.0
"Bushnell Basin, New York",0.0,0.0
"Butlerville, Salt Lake County, Utah Territory",0.0,0.0
"Butte, Silver Bow County, Montana",0.0,0.0
"Buxton, York County, Maine",0.0,0.0
"Buysville, Wasatch County, Utah Territory",0.0,0.0
"Cabotville, Hampden County, Massachusetts",0.0,0.0
"Cache County, Utah",0.0,0.0
"Cache County, Utah Territory",0.0,0.0
"Cache Valley, Idaho and Utah Territories",0.0,0.0
"Cadron Creek, Arkansas Territory",0.0,0.0
"Cadron Settlement, Faulkner County, Arkansas Territory",0.0,0.0
"Caesarea, Israel",0.0,0.0
"Caineville, Wayne County, Utah",0.0,0.0
"Calcutta, British India",0.0,0.0
"Caldwell County, Missouri",0.0,0.0
"Calgary, Northwest Territories, Canada",0.0,0.0
California,0.0,0.0
California Territory,0.0,0.0
"Calistoga, Napa County, California",0.0,0.0
"Calloway County, Kentucky",0.0,0.0
"Calls Fort, Box Elder County, Utah",0.0,0.0
"Calls Fort, Box Elder County, Utah Territory",0.0,0.0
"Camas, Fremont County, Idaho",0.0,0.0
"Cambridge City, Wayne County, Indiana",0.0,0.0
"Cambridge, Cambridgeshire, England",0.0,0.0
"Cambridge, Middlesex County, Massachusetts",0.0,0.0
"Cambridge, Waipa, Waikato, New Zealand",0.0,0.0
"Cambridge, Washington County, Idaho",0.0,0.0
"Cambridgeport, Cambridge, Middlesex County, Massachusetts",0.0,0.0
"Camden Harbor, Camden, Knox County, Maine",0.0,0.0
"Camden, Camden County, New Jersey",0.0,0.0
"Camden, Knox County, Maine",0.0,0.0
"Camillus, Onondaga County, New York",0.0,0.0
"Camp Apache, Apache County, Arizona Territory",0.0,0.0
"Camp Douglas, Great Salt Lake City, Great Salt Lake County, Utah Territory",0.0,0.0
"Camp Douglas, Salt Lake City, Salt Lake County, Utah Territory",0.0,0.0
"Camp Floyd, Fairfield, Utah County, Utah",0.0,0.0
"Camp Floyd, Fairfield, Utah County, Utah Territory",0.0,0.0
"Camp Verde, Yavapai County, Arizona Territory",0.0,0.0
"Camp of Israel, Sugar Creek, Lee County, Iowa Territory",0.0,0.0
"Cana, Galilee",0.0,0.0
Canaan,0.0,0.0
"Canaan, Litchfield County, Connecticut",0.0,0.0
Canada,0.0,0.0
"Canada East, British North America",0.0,0.0
"Canada West, British North America",0.0,0.0
"Canada, British North America",0.0,0.0
"Canajoharie, Montgomery County, New York",0.0,0.0
"Canal Creek, Sanpete County, Utah Territory",0.0,0.0
"Canandaigua, Ontario County, New York",0.0,0.0
"Caneen Island, Maine",0.0,0.0
"Cannonville, Garfield County, Utah",0.0,0.0
"Cannonville, Garfield County, Utah Territory",0.0,0.0
"Canterbury, Kent, England",0.0,0.0
"Canton, Guangdong Province, China",0.0,0.0
"Canton, Hartford County, Connecticut",0.0,0.0
"Canton, St. Lawrence County, New York",0.0,0.0
"Cape Clear Island, County Cork, Ireland",0.0,0.0
"Cape Cod, Barnstable County, Massachusetts",0.0,0.0
"Cape Horn, Placer County, California",0.0,0.0
"Cape Sable Island, Shelburne County, Nova Scotia, British North America",0.0,0.0
"Cape of Good Hope, Cape Town, Western Cape, South Africa",0.0,0.0
"Cardston, Northwest Territories, Canada",0.0,0.0
"Carey, Logan County, Idaho",0.0,0.0
Caribbean Sea,0.0,0.0
"Carlin, Elko County, Nevada",0.0,0.0
"Carlisle, Cumberland, England",0.0,0.0
"Carroll County, Tennessee",0.0,0.0
"Carson Sink, Utah Territory",0.0,0.0
"Carson Valley, Nevada Territory",0.0,0.0
"Carson Valley, Utah Territory",0.0,0.0
"Carterville, Pottawattamie County, Iowa",0.0,0.0
"Carthage Jail, Carthage, Hancock County, Illinois",0.0,0.0
"Carthage, Hancock County, Illinois",0.0,0.0
"Casas Grandes, Chihuahua, Mexico",0.0,0.0
"Cascade Mountains, United States",0.0,0.0
"Cassello, Lake County, Indiana",0.0,0.0
"Castine, Hancock County, Maine",0.0,0.0
"Castle Crags, Shasta County, California",0.0,0.0
"Castle Creek, Nebraska Territory",0.0,0.0
"Castle Dale, Emery County, Utah",0.0,0.0
"Castle Dale, Emery County, Utah Territory",0.0,0.0
"Castle Frome, Herefordshire, England",0.0,0.0
"Castle Gate, Carbon County, Utah",0.0,0.0
"Castle Valley, Grand County, Utah Territory",0.0,0.0
"Castlecary, Lanarkshire, Scotland",0.0,0.0
"Cataract Creek, Arizona Territory",0.0,0.0
"Catemaco, Veracruz, Mexico",0.0,0.0
"Cattaraugus County, New York",0.0,0.0
"Caughdenoy, Oswego County, New York",0.0,0.0
"Cebolleta, Valencia County, New Mexico Territory",0.0,0.0
"Cedar Bluffs, Saunders County, Nebraska Territory",0.0,0.0
"Cedar Butte, Oneida County, Idaho Territory",0.0,0.0
"Cedar City, Iron County, Utah",0.0,0.0
"Cedar City, Iron County, Utah Territory",0.0,0.0
"Cedar County, Utah Territory",0.0,0.0
"Cedar Creek, Petit Jean, Conway County, Arkansas Territory",0.0,0.0
"Cedar Fort, Iron County, Utah Territory",0.0,0.0
"Cedar Mountain, Culpeper County, Virginia",0.0,0.0
"Cedar Rapids, Linn County, Iowa",0.0,0.0
"Cedar Springs, Millard County, Utah Territory",0.0,0.0
"Centerburg, Knox County, Ohio",0.0,0.0
"Centerfield, Sanpete County, Utah",0.0,0.0
"Centerville, Davis County, Utah",0.0,0.0
"Centerville, Davis County, Utah Territory",0.0,0.0
"Centerville, New Castle County, Delaware",0.0,0.0
"Centerville, Wayne County, Indiana",0.0,0.0
Central America,0.0,0.0
"Central, Graham County, Arizona Territory",0.0,0.0
"Centre Station, Tooele County, Utah Territory",0.0,0.0
"Chadds Ford Township, Delaware County, Pennsylvania",0.0,0.0
"Chagres, Panama Province, Republic of New Granada",0.0,0.0
"Chagres, Panama Province, Republic of New Grenada",0.0,0.0
"Chagrin River, Ohio",0.0,0.0
"Chalford, Gloucestershire, England",0.0,0.0
"Chalk Level, Benton County, Tennessee",0.0,0.0
"Chalk Level, Humphreys County, Tennessee",0.0,0.0
"Chardon, Geauga County, Ohio",0.0,0.0
"Chariton River, Missouri",0.0,0.0
"Charleston Harbor, Charleston County, South Carolina",0.0,0.0
"Charleston Township, Lee County, Iowa Territory",0.0,0.0
"Charleston, Charleston County, South Carolina",0.0,0.0
