Name,Latitude,Longitude
"['Basin', 'Cassia County', 'Idaho Territory']",:(,:(
"['Bastard', 'Leeds County', 'Canada West', 'British North America']",:(,:(
"['Batavia', 'Genesee County', 'New York']",:(,:(
"['Bath', 'Medina County', 'Ohio']",:(,:(
"['Bath', 'Sagadahoc County', 'Maine']",:(,:(
"['Bath', 'Somerset', 'England']",:(,:(
"['Battle Creek', 'Calhoun County', 'Michigan']",:(,:(
"['Battle Creek', 'Utah County', 'Utah Territory']",:(,:(
"['Bavaria', 'Germany']",52.52,13.405
"['Bay of Islands', 'New Zealand']",-36.8406,174.74
"['Bay of San Francisco', 'Mexican Cession Territory']",:(,:(
"['Bear Lake', 'Idaho and Utah Territories']",:(,:(
"['Bear Lake County', 'Idaho Territory']",:(,:(
"['Bear Lake Valley', 'Idaho and Utah']",:(,:(
"['Bear Lake Valley', 'Idaho and Utah Territories']",:(,:(
"['Bear River', 'Cache County', 'Utah Territory']",:(,:(
"['Bear River', 'United States']",40.6943,-73.9249
"['Bear River', 'unorganized U.S. Territory']",:(,:(
"['Bear River City', 'Box Elder County', 'Utah']",:(,:(
"['Bear River City', 'Box Elder County', 'Utah Territory']",:(,:(
"['Bear River Valley', 'United States']",40.6943,-73.9249
"['Bear River Valley', 'unorganized U.S. Territory']",:(,:(
"['Beardstown', 'Cass County', 'Illinois']",:(,:(
"['Beaubears Island', 'Northumberland County', 'New Brunswick', 'British North America']",:(,:(
"['Beaver', 'Beaver County', 'Pennsylvania']",:(,:(
"['Beaver', 'Beaver County', 'Utah']",:(,:(
"['Beaver', 'Beaver County', 'Utah Territory']",:(,:(
"['Beaver County', 'Utah Territory']",:(,:(
"['Beaver Creek', 'unorganized U.S. Territory']",:(,:(
"['Beaver Dam', 'Mohave County', 'Arizona Territory']",:(,:(
"['Beaver Harbour', 'Charlotte County', 'New Brunswick', 'British North America']",:(,:(
"['Beaver Island', 'Manitou County', 'Michigan']",:(,:(
"['Beaver River', 'Pennsylvania']",:(,:(
"['Beaver River', 'Utah Territory']",:(,:(
"['Beaver Valley', 'Iron County', 'Utah Territory']",:(,:(
"['Bedeque', 'Prince County', 'Prince Edward Island', 'British North America']",:(,:(
"['Bedford', 'Bedfordshire', 'England']",:(,:(
"['Bedford', 'Middlesex County', 'Massachusetts']",:(,:(
"['Bedford', 'Uinta County', 'Wyoming']",:(,:(
"['Bee', 'Seward County', 'Nebraska']",:(,:(
"['Beech Hill', 'Colebrook', 'Litchfield County', 'Connecticut']",:(,:(
"['Beehive House', 'Great Salt Lake City', 'Great Salt Lake County', 'Utah Territory']",:(,:(
"['Beehive House', 'Salt Lake City', 'Salt Lake County', 'Utah']",:(,:(
"['Beehive House', 'Salt Lake City', 'Salt Lake County', 'Utah Territory']",:(,:(
"['Belfast', 'Antrim County', 'Ireland']",53.35,-6.2603
"['Belfast', 'Waldo County', 'Maine']",:(,:(
['Belgium'],50.8467,4.3525
"['Bellefontaine', 'Logan County', 'Ohio']",:(,:(
"['Belleville', 'Hendricks County', 'Indiana']",:(,:(
"['Bellevue', 'Kane County', 'Utah Territory']",:(,:(
"['Bellevue', 'Washington County', 'Utah Territory']",:(,:(
"['Belly River', 'Northwest Territories', 'Canada']",43.7417,-79.3733
"['Beloit', 'Mitchell County', 'Kansas']",:(,:(
"['Benicia', 'Solano County', 'California']",:(,:(
"['Benjamin', 'Utah County', 'Utah']",:(,:(
"['Benjamin', 'Utah County', 'Utah Territory']",:(,:(
"['Bennington', 'Bear Lake County', 'Idaho']",:(,:(
"['Bennington', 'Bear Lake County', 'Idaho Territory']",:(,:(
"['Bennington', 'Bennington County', 'Vermont']",:(,:(
"['Bennington', 'Oneida County', 'Idaho Territory']",:(,:(
"['Bennington', 'Washington County', 'Utah Territory']",:(,:(
"['Benson', 'Cache County', 'Utah']",:(,:(
"['Benson', 'Cache County', 'Utah Territory']",:(,:(
"['Benson Grist Mill', 'Tooele County', 'Utah Territory']",:(,:(
"['Benton County', 'Tennessee']",:(,:(
"['Bergenfield', 'Bergen County', 'New Jersey']",:(,:(
"['Berlin', 'Brandenburg', 'Germany']",52.52,13.405
"['Berlin', 'Hartford County', 'Connecticut']",:(,:(
"['Bern', 'Bear Lake County', 'Idaho']",:(,:(
"['Bern', 'Bear Lake County', 'Idaho Territory']",:(,:(
"['Bern', 'Switzerland']",46.9481,7.4475
"['Berrien County', 'Michigan']",:(,:(
"['Berryville', 'Clarke County', 'Virginia']",:(,:(
"['Bertrand Township', 'Berrien County', 'Michigan']",:(,:(
['Bethany'],:(,:(
"['Bethany', 'Brooke County', 'West Virginia']",:(,:(
"['Bethany', 'Harrison County', 'Missouri']",:(,:(
"['Bethlehem', 'Unorganized County', 'Iowa']",:(,:(
"['Beverly', 'Burlington County', 'New Jersey']",:(,:(
"['Beverly', 'Essex County', 'Massachusetts']",:(,:(
"['Big Bone Lick', 'Boone County', 'Kentucky']",:(,:(
"['Big Brush Creek', 'Utah Territory']",:(,:(
"['Big Brush Creek Cave', 'Utah Territory']",:(,:(
"['Big Bureau Creek', 'Bureau County', 'Illinois']",:(,:(
"['Big Cottonwood Canal', 'Great Salt Lake County', 'Utah Territory']",:(,:(
"['Big Cottonwood Canyon', 'Great Salt Lake County', 'Utah Territory']",:(,:(
"['Big Cottonwood Canyon', 'Salt Lake County', 'Utah']",:(,:(
"['Big Cottonwood Canyon', 'Salt Lake County', 'Utah Territory']",:(,:(
"['Big Cottonwood Creek', 'Great Salt Lake County', 'Utah Territory']",:(,:(
"['Big Cottonwood Creek', 'Salt Lake County', 'Utah Territory']",:(,:(
"['Big Creek', 'Rich County', 'Utah Territory']",:(,:(
"['Big Creek River', 'Oneida County', 'Idaho Territory']",:(,:(
"['Big Fishing River', 'Missouri']",:(,:(
"['Big Pigeon Creek', 'Pottawattamie County', 'Iowa']",:(,:(
"['Big Rock Creek', 'Kendall County', 'Illinois']",:(,:(
"['Big Sandy River', 'Henry County', 'Tennessee']",:(,:(
"['Big Sandy River', 'unorganized U.S. Territory']",:(,:(
"['Bingen am Rhein', 'Germany']",52.52,13.405
"['Bingham', 'Salt Lake County', 'Utah Territory']",:(,:(
"['Bingham Canyon', 'Great Salt Lake County', 'Utah Territory']",:(,:(
"['Bingham Canyon', 'Salt Lake County', 'Utah Territory']",:(,:(
"['Bingham County', 'Idaho']",:(,:(
"['Bingham County', 'Idaho Territory']",:(,:(
"['Birchwood', 'Warrington', 'England']",:(,:(
"['Birkenshaw', 'Yorkshire', 'England']",:(,:(
"['Birmingham', 'Jefferson County', 'Alabama']",:(,:(
"['Birmingham', 'Warwickshire', 'England']",:(,:(
"['Bishops Frome', 'Herefordshire', 'England']",:(,:(
"['Bitter Creek', 'unorganized U.S. Territory']",:(,:(
"['Bitter Springs', 'Coconino County', 'Arizona Territory']",:(,:(
"['Black Butte', 'Siskiyou County', 'California']",:(,:(
"['Black Canyon', 'Montrose County', 'Colorado']",:(,:(
"['Black Falls', 'Yavapai County', 'Arizona Territory']",:(,:(
"['Black Hills', 'Nebraska Territory']",:(,:(
"['Black River', 'Wisconsin Territory']",:(,:(
"['Black Rock', 'Buffalo County', 'New York']",:(,:(
"['Black Rock', 'Millard County', 'Utah Territory']",:(,:(
"['Black Rock', 'Tooele County', 'Utah']",:(,:(
"['Black Rock', 'Tooele County', 'Utah Territory']",:(,:(
['Black Sea'],:(,:(
"['Blackberry Creek', 'Illinois']",:(,:(
"['Blackburn', 'Lancashire', 'England']",:(,:(
"['Blackfish Lake', 'St. Francis County', 'Arkansas Territory']",:(,:(
"['Blackfoot', 'Bingham County', 'Idaho']",:(,:(
"['Blackfoot', 'Bingham County', 'Idaho Territory']",:(,:(
"['Blackfoot River', 'Oneida County', 'Idaho Territory']",:(,:(
"['Blacks Fork', 'Utah Territory']",:(,:(
"['Blacks Fork', 'unorganized U.S. Territory']",:(,:(
"['Blendon Township', 'Franklin County', 'Ohio']",:(,:(
"['Blinkwater', 'South Africa']",-26.2044,28.0456
"['Blood River', 'Calloway County', 'Kentucky']",:(,:(
"['Blood River', 'Henry County', 'Tennessee']",:(,:(
"['Bloomfield', 'Davis County', 'Iowa']",:(,:(
"['Bloomfield', 'Essex County', 'New Jersey']",:(,:(
"['Bloomfield', 'Ontario County', 'New York']",:(,:(
"['Bloomfield', 'Stoddard County', 'Missouri']",:(,:(
"['Bloomington', 'Bear Lake County', 'Idaho']",:(,:(
"['Bloomington', 'Bear Lake County', 'Idaho Territory']",:(,:(
"['Bloomington', 'Oneida County', 'Idaho Territory']",:(,:(
"['Bloomington', 'Washington County', 'Utah Territory']",:(,:(
"['Blountsville', 'Blount County', 'Alabama']",:(,:(
"['Blue Creek', 'Box Elder County', 'Utah']",:(,:(
"['Blue River', 'Jackson County', 'Missouri']",:(,:(
"['Blue Valley', 'Wayne County', 'Utah Territory']",:(,:(
"['Bluewater', 'Valencia County', 'New Mexico Territory']",:(,:(
"['Bluff', 'San Juan County', 'Utah Territory']",:(,:(
"['Bluffdale', 'Salt Lake and Utah Counties', 'Utah']",:(,:(
"['Bluffdale', 'Salt Lake and Utah Counties', 'Utah Territory']",:(,:(
"['Boardentown', 'Burlington County', 'New Jersey']",:(,:(
"['Bodenham', 'Herefordshire', 'England']",:(,:(
"['Bolivar', 'Hardeman County', 'Tennessee']",:(,:(
"['Bolton', 'Lancashire', 'England']",:(,:(
"['Bombay', 'British India']",:(,:(
"['Bonanza', 'Klamath County', 'Oregon']",:(,:(
"['Bonaparte', 'Van Buren County', 'Iowa']",:(,:(
"['Boone County', 'Missouri']",:(,:(
"['Bordentown', 'Burlington County', 'New Jersey']",:(,:(
"['Bornholm', 'Denmark']",55.6761,12.5683
"['Bosley', 'Cheshire', 'England']",:(,:(
"['Bosque County', 'Texas']",:(,:(
"['Boston', 'Nelson County', 'Kentucky']",:(,:(
"['Boston', 'Suffolk County', 'Massachusetts']",:(,:(
"['Boston Common', 'Boston', 'Suffolk County', 'Massachusetts']",:(,:(
"['Bouctouche', 'Kent County', 'New Brunswick', 'British North America']",:(,:(
"['Boulder', 'Boulder County', 'Colorado']",:(,:(
"['Bountiful', 'Davis County', 'Utah']",:(,:(
"['Bountiful', 'Davis County', 'Utah Territory']",:(,:(
"['Bountiful Meeting House', 'Bountiful', 'Davis County', 'Utah Territory']",:(,:(
"['Bowery', 'Box Elder County', 'Utah Territory']",:(,:(
"['Bowery', 'Great Salt Lake City', 'Great Salt Lake County', 'Utah Territory']",:(,:(
"['Bowery', 'Salt Lake City', 'Salt Lake County', 'Utah Territory']",:(,:(
"['Bowling Green Township', 'Fayette County', 'Illinois']",:(,:(
"['Box Elder Canyon', 'Box Elder County', 'Utah Territory']",:(,:(
"['Box Elder County', 'Utah Territory']",:(,:(
"['Box Elder County Courthouse', 'Brigham City', 'Box Elder County', 'Utah Territory']",:(,:(
"['Boydsville', 'Weakley County', 'Tennessee ']",:(,:(
"['Bradford', 'Essex County', 'Massachusetts']",:(,:(
"['Bradford', 'Penobscot County', 'Maine']",:(,:(
"['Bradford', 'Yorkshire', 'England']",:(,:(
"['Bradley-Green', 'Staffordshire', 'England']",:(,:(
"['Bradleysville', 'Litchfield County', 'Connecticut']",:(,:(
"['Braintree', 'Essex', 'England']",:(,:(
"['Brampton', 'Cumberland', 'England']",:(,:(
"['Branch Creek', 'Davis County', 'Utah Territory']",:(,:(
"['Brand Lodge', 'Colwall', 'Herefordshire', 'England']",:(,:(
"['Brandon', 'Manitoba', 'Canada']",43.7417,-79.3733
"['Brangreen', 'Newent', 'Gloucestershire', 'England']",:(,:(
"['Brattleboro', 'Windham County', 'Vermont']",:(,:(
"['Brazos River', 'Texas']",:(,:(
"['Bredstrup', 'Nørre Nærå', 'Skam', 'Odense', 'Denmark']",55.6761,12.5683
"['Breightmet', 'Lancashire', 'England']",:(,:(
"['Brewers Mills', 'Pittsburgh Township', 'Frontenac County', 'Canada West', 'British North America']",:(,:(
"['Brewett Lye', 'Herefordshire', 'England']",:(,:(
"['Bridge of Weir', 'Renfrewshire', 'Scotland']",:(,:(
"['Bridgeport', 'Fairfield County', 'Connecticut']",:(,:(
"['Bridgeport', 'Marion County', 'Indiana']",:(,:(
"['Bridgewater', 'Beaver County', 'Pennsylvania']",:(,:(
"['Bridgewater', 'Windsor County', 'Vermont']",:(,:(
"['Brigham City', 'Apache County', 'Arizona Territory']",:(,:(
"['Brigham City', 'Box Elder County', 'Utah']",:(,:(
"['Brigham City', 'Box Elder County', 'Utah Territory']",:(,:(
"['Brigham City Bowery', 'Brigham City', 'Apache County', 'Arizona Territory']",:(,:(
"['Brigham City Mill', 'Brigham City', 'Apache County', 'Arizona Territory']",:(,:(
"['Brigham Young Academy', 'Provo', 'Utah County', 'Utah']",:(,:(
"['Brigham Young Academy', 'Provo', 'Utah County', 'Utah Territory']",:(,:(
"['Brigham Young College', 'Logan', 'Cache County', 'Utah']",:(,:(
"['Brigham Young College', 'Logan', 'Cache County', 'Utah Territory']",:(,:(
"['Brigham Young Family Cemetery', 'Salt Lake City', 'Salt Lake County', 'Utah Territory']",:(,:(
"['Brigham Young Winter Home', 'St. George', 'Washington County', 'Utah Territory']",:(,:(
"['Brighouse', 'Yorkshire', 'England']",:(,:(
"['Brighton', 'Clark County', 'Ohio']",:(,:(
"['Brighton', 'Livingston County', 'Michigan']",:(,:(
"['Brighton', 'Suffolk County', 'Massachusetts']",:(,:(
"['Brighton', 'Sussex', 'England']",:(,:(
"['Brigsteer', 'Westmorland', 'England']",:(,:(
"['Bringsty Common', 'Herefordshire', 'England']",:(,:(
"['Brinton', 'Salt Lake County', 'Utah']",:(,:(
"['Brisbane', 'Queensland', 'Australia']",-33.8678,151.21
"['Bristol', 'Gloucestershire', 'England']",:(,:(
"['British Columbia', 'Canada']",43.7417,-79.3733
['British Isles'],:(,:(
"['British Museum', 'London', 'Middlesex', 'England']",:(,:(
"['Broadbottom', 'Cheshire', 'England']",:(,:(
"['Broadheath', 'Worcestershire', 'England']",:(,:(
"['Broadway', 'New York City', 'New York County', 'New York']",:(,:(
"['Brockport', 'Monroe County', 'New York']",:(,:(
"['Bromyard', 'Herefordshire', 'England']",:(,:(
"['Brooklyn', 'Kings County', 'New York']",:(,:(
"['Brownstown', 'Wayne County', 'Michigan']",:(,:(
"['Brownsville', 'Fayette County', 'Pennsylvania']",:(,:(
"['Brownsville', 'Houston County', 'Minnesota']",:(,:(
"['Brunswick', 'Cumberland County', 'Maine']",:(,:(
"['Brunswick', 'Medina County', 'Ohio']",:(,:(
"['Brush Creek', 'Graves County', 'Kentucky']",:(,:(
"['Brutus', 'Cayuga County', 'New York']",:(,:(
"['Bryce', 'Graham County', 'Arizona Territory']",:(,:(
"['Buckhorn Springs', 'Iron County', 'Utah Territory']",:(,:(
"['Buckingham', 'Buckinghamshire', 'England']",:(,:(
"['Buckingham Palace', 'Westminster', 'Middlesex', 'England']",:(,:(
"['Buckland', 'Portsmouth', 'Hampshire', 'England']",:(,:(
"['Buckskin Mountain', 'Arizona and Utah Territories']",:(,:(
"['Bucksport', 'Hancock County', 'Maine']",:(,:(
"['Bucyrus', 'Crawford County', 'Ohio']",:(,:(
"['Buena Vista Ranch', 'Pima County', 'Arizona Territory']",:(,:(
"['Buffalo', 'Dallas County', 'Missouri']",:(,:(
"['Buffalo', 'Erie County', 'New York']",:(,:(
"['Bull Run', 'Prince William County', 'Virginia']",:(,:(
"['Bullion-Beck Mine', 'Juab County', 'Utah Territory']",:(,:(
"['Bundysburg', 'Geauga County', 'Ohio']",:(,:(
"['Bunker Hill Monument', 'Charlestown', 'Middlesex County', 'Massachusetts']",:(,:(
"['Bunkerville', 'Lincoln County', 'Nevada']",:(,:(
"['Burbank', 'Millard County', 'Utah']",:(,:(
"['Burley', 'Cassia and Lincoln Counties', 'Idaho']",:(,:(
"['Burlington', 'Big Horn County', 'Wyoming']",:(,:(
"['Burlington', 'Des Moines County', 'Iowa']",:(,:(
"['Burlington', 'Hartford County', 'Connecticut']",:(,:(
"['Burlington', 'Kane County', 'Illinois']",:(,:(
"['Burnley', 'Lancashire', 'England']",:(,:(
"['Burrard Inlet', 'British Columbia', 'Canada']",43.7417,-79.3733
"['Burrville', 'Sevier County', 'Utah Territory']",:(,:(
"['Burslem', 'Staffordshire', 'England']",:(,:(
"['Bury', 'Lancashire', 'England']",:(,:(
"['Bush Bank', 'Herefordshire', 'England']",:(,:(
"['Bush Valley Fort', 'Apache County', 'Arizona Territory']",:(,:(
"['Bushnell Basin', 'New York']",:(,:(
"['Butlerville', 'Salt Lake County', 'Utah Territory']",:(,:(
"['Butte', 'Silver Bow County', 'Montana']",:(,:(
"['Buxton', 'York County', 'Maine']",:(,:(
"['Buysville', 'Wasatch County', 'Utah Territory']",:(,:(
"['Cabotville', 'Hampden County', 'Massachusetts']",:(,:(
"['Cache County', 'Utah']",:(,:(
"['Cache County', 'Utah Territory']",:(,:(
"['Cache Valley', 'Idaho and Utah Territories']",:(,:(
"['Cadron Creek', 'Arkansas Territory']",:(,:(
"['Cadron Settlement', 'Faulkner County', 'Arkansas Territory']",:(,:(
"['Caesarea', 'Israel']",32.08,34.78
"['Caineville', 'Wayne County', 'Utah']",:(,:(
"['Calcutta', 'British India']",:(,:(
"['Caldwell County', 'Missouri']",:(,:(
"['Calgary', 'Northwest Territories', 'Canada']",43.7417,-79.3733
['California'],:(,:(
['California Territory'],:(,:(
"['Calistoga', 'Napa County', 'California']",:(,:(
"['Calloway County', 'Kentucky']",:(,:(
"['Calls Fort', 'Box Elder County', 'Utah']",:(,:(
"['Calls Fort', 'Box Elder County', 'Utah Territory']",:(,:(
"['Camas', 'Fremont County', 'Idaho']",:(,:(
"['Cambridge', 'Cambridgeshire', 'England']",:(,:(
"['Cambridge', 'Middlesex County', 'Massachusetts']",:(,:(
"['Cambridge', 'Waipa', 'Waikato', 'New Zealand']",-36.8406,174.74
"['Cambridge', 'Washington County', 'Idaho']",:(,:(
"['Cambridge City', 'Wayne County', 'Indiana']",:(,:(
"['Cambridgeport', 'Cambridge', 'Middlesex County', 'Massachusetts']",:(,:(
"['Camden', 'Camden County', 'New Jersey']",:(,:(
"['Camden', 'Knox County', 'Maine']",:(,:(
"['Camden Harbor', 'Camden', 'Knox County', 'Maine']",:(,:(
"['Camillus', 'Onondaga County', 'New York']",:(,:(
"['Camp Apache', 'Apache County', 'Arizona Territory']",:(,:(
"['Camp Douglas', 'Great Salt Lake City', 'Great Salt Lake County', 'Utah Territory']",:(,:(
"['Camp Douglas', 'Salt Lake City', 'Salt Lake County', 'Utah Territory']",:(,:(
"['Camp Floyd', 'Fairfield', 'Utah County', 'Utah']",:(,:(
"['Camp Floyd', 'Fairfield', 'Utah County', 'Utah Territory']",:(,:(
"['Camp Verde', 'Yavapai County', 'Arizona Territory']",:(,:(
"['Camp of Israel', 'Sugar Creek', 'Lee County', 'Iowa Territory']",:(,:(
"['Cana', 'Galilee']",:(,:(
['Canaan'],:(,:(
"['Canaan', 'Litchfield County', 'Connecticut']",:(,:(
['Canada'],43.7417,-79.3733
"['Canada', 'British North America']",43.7417,-79.3733
